ID,nest_name,nest_status,tree_species,country,canton,elev_swiss_maps,coordX,coordY,municipality,location
761,Tafers_Angstorfwaldli_21,nest gone,Fagus sylvatica (Beech),Switzerland,FR,671.9,7.219636368,46.83121692,Tafers,Angstorfwaldli
762,St.Ursen_Schwandholz_21,active,Fagus sylvatica (Beech),Switzerland,FR,724.8,7.218416623,46.78541248,St.Ursen,Schwandholz
763,St.Antoni_Schafersrain,tree gone,Abies alba (Silver fir),Switzerland,FR,680.7,7.253240699,46.82419376,St.Antoni,Schafersrain
764,Mamishaus_Rümlisberg_21,present,Fagus sylvatica (Beech),Switzerland,BE,839.9,7.371598684,46.80504848,Mamishaus,Rümlisberg
765,Schwarzenburg_Zälg_21,active,Picea abies (Norwegian Spruce),Switzerland,BE,835.5,7.355960606,46.81302589,Schwarzenburg,Zälg
766,St.Ursen_Röschiwil_21,nest gone,Fagus sylvatica (Beech),Switzerland,FR,769,7.218623208,46.77477761,St.Ursen,Röschiwil
767,Brünisried_Unterweid,active,Picea abies (Norwegian Spruce),Switzerland,FR,911.4,7.274745733,46.76140754,Brünisried,Unterweid
768,Alterswil_Puntmatta,nest gone,Quercus robur (English Oak),Switzerland,FR,783.5,7.283070611,46.79020536,Alterswil,Puntmatta
769,Düdingen_Galmisberg_21,present,Fagus sylvatica (Beech),Switzerland,FR,616,7.220166507,46.86296543,Düdingen,Galmisberg
770,Guggisberg_Näckenweid,nest gone,Fagus sylvatica (Beech),Switzerland,BE,941.9,7.309946253,46.76916941,Guggisberg,Näckenweid
771,Guggisberg_Hältetlimatten,present,Fagus sylvatica (Beech),Switzerland,BE,844.5,7.310135979,46.76546034,Guggisberg,Hältetlimatten
772,St.Sylvester_Spittelvorchis,present,Abies alba (Silver fir),Switzerland,FR,854.9,7.243590396,46.72798729,St.Sylvester,Spittelvorchis
773,Guggisberg_Hostetten,nest gone,Quercus robur (English Oak),Switzerland,BE,1029.2,7.314516638,46.76101034,Guggisberg,Hostetten
774,Guggisberg_Moos,active,Fagus sylvatica (Beech),Switzerland,BE,805.8,7.3087334,46.75633334,Guggisberg,Moos
775,Guggisberg_Gummenweid,active,Picea abies (Norwegian Spruce),Switzerland,BE,937.4,7.324906798,46.75860222,Guggisberg,Gummenweid
776,Rüschegg_Gräbli,tree gone,Abies alba (Silver fir),Switzerland,BE,1038,7.36756701,46.77809708,Rüschegg,Gräbli
777,Rueggisberg_Chüeweidli,active,Abies alba (Silver fir),Switzerland,BE,742,7.400618577,46.81642018,Rueggisberg,Chüeweidli
778,"Schwarzenburg_Milkenstrasse
",present,Picea abies (Norwegian Spruce),Switzerland,BE,839.5,7.3516484,46.81593825,Schwarzenburg,"Milkenstrasse
"
779,"Heitenried_Sodbach
",active,Picea abies (Norwegian Spruce),Switzerland,FR,692.9,7.317445841,46.82683879,Heitenried,"Sodbach
"
780,Flamatt_Flamatt_10,active,Quercus robur (English Oak),Switzerland,FR,583.5,7.324542959,46.88699212,Flamatt,Flamatt
781,Milken_Rothen,tree gone,Abies alba (Silver fir),Switzerland,BE,783.8,7.3900207,46.80309509,Milken,Rothen
782,Schmitten_Ferneraholz,tree gone,Fagus sylvatica (Beech),Switzerland,FR,644.1,7.22457293,46.85700481,Schmitten,Ferneraholz
783,St.Ursen_Burgstelle_21,present,Fagus sylvatica (Beech),Switzerland,FR,687.6,7.200037631,46.7933,St.Ursen,Burgstelle
784,Alterswil_Fulbächli,active,Quercus robur (English Oak),Switzerland,FR,774.2,7.278624687,46.78779993,Alterswil,Fulbächli
785,Marly_la_Grangette,present,Fagus sylvatica (Beech),Switzerland,FR,622.7,7.134720414,46.77432636,Marly,la
786,Marly_au_Port,present,Quercus robur (English Oak),Switzerland,FR,615,7.130978183,46.77512781,Marly,au
787,Marly_Montdrion,active,Fagus sylvatica (Beech),Switzerland,FR,741.8,7.160504165,46.76399326,Marly,Montdrion
788,Marly_Vieille_Grange,present,Quercus robur (English Oak),Switzerland,FR,767.6,7.171985928,46.75511569,Marly,Vieille
789,Barbarêche_la_Chasse,present,Fagus sylvatica (Beech),Switzerland,FR,634.9,7.151160699,46.85573704,Barbarêche,la
790,Bösingen_Friesenheit_21,tree gone,Pinus sylvestris (Scots pine),Switzerland,FR,626.8,7.239000591,46.87166013,Bösingen,Friesenheit
791,Wallenbuch_Schachewald/21,present,Fagus sylvatica (Beech),Switzerland,BE,492.5,7.230745437,46.92659944,Wallenbuch,Schachewald/21
792,Massonens_Neirigue_21,active_24,Fraxinus sp (Ash),Switzerland,FR,760.2,6.951698252,46.68306618,Massonens,Neirigue
793,Werthenstein_Schwändi,present,Abies alba (Silver fir),Switzerland,LU,587.9,8.111985408,47.04812669,Werthenstein,Schwändi
794,Bonnefontaine_La_Préru,nest gone,Abies alba (Silver fir),Switzerland,FR,915.6,7.203740412,46.73245757,Bonnefontaine,La
795,Tafers_Chlimattholz,nest gone,Fagus sylvatica (Beech),Switzerland,FR,670.9,7.214511788,46.80774657,Tafers,Chlimattholz
796,Brünisried_Weidli_21,present,Pinus sylvestris (Scots pine),Switzerland,FR,868.4,7.280360171,46.76447961,Brünisried,Weidli
797,St.Sylvester_Flüeli_21,present,Fagus sylvatica (Beech),Switzerland,FR,840.1,7.229843317,46.73999241,St.Sylvester,Flüeli
798,Kleingurmels_UnderGruenenburg_21,present,Picea abies (Norwegian Spruce),Switzerland,FR,533.8,7.199324021,46.88704698,Kleingurmels,UnderGruenenburg
799,Gurmels_Kleinbösingen_21,nest gone,Picea abies (Norwegian Spruce),Switzerland,FR,521.4,7.204077407,46.88943003,Gurmels,Kleinbösingen
800,St.Antoni_Menzishustop_21,present,Abies alba (Silver fir),Switzerland,FR,703,7.269563523,46.83383102,St.Antoni,Menzishustop
801,Aeckenmatt_Mühle_Burlingen_21,present,Fagus sylvatica (Beech),Switzerland,BE,686.5,7.358057787,46.85200269,Aeckenmatt,Mühle
802,Fribourg_Chli_Schönberg,nest gone,Fagus sylvatica (Beech),Switzerland,FR,629.3,7.186451051,46.80361884,Fribourg,Chli
803,SteinamRhein_Kaltenbach_21,active_24,Pinus sylvestris (Scots pine),Switzerland,TG,467.8,8.821898065,47.65522954,SteinamRhein,Kaltenbach
804,Niederwil_Fuchsloch_21,active_24,Picea abies (Norwegian Spruce),Switzerland,SG,606.1,9.191875597,47.42762771,Niederwil,Fuchsloch
805,StUrsen_Stöckholz_21,nest gone,Abies alba (Silver fir),Switzerland,FR,742.7,7.225450007,46.7865428,StUrsen,Stöckholz
806,Thörishaus_Sensematt,nest gone,Fraxinus sp (Ash),Switzerland,BE,569.4,7.355620192,46.88809936,Thörishaus,Sensematt
807,Heitenried_Winterlingen_21,present,Fagus sylvatica (Beech),Switzerland,FR,737.1,7.291927764,46.82395902,Heitenried,Winterlingen
808,St.Antoni_Steinberg_21,present,Picea abies (Norwegian Spruce),Switzerland,FR,848.6,7.282626182,46.81581165,St.Antoni,Steinberg
809,Zollhaus_OberstiSite,nest gone,Abies alba (Silver fir),Switzerland,BE,1126.9,7.314751616,46.72288193,Zollhaus,OberstiSite
810,Lachen_UnterBawald,present,Fagus sylvatica (Beech),Switzerland,SZ,524.9,8.878574671,47.1708783,Lachen,UnterBawald
811,Schmitten_Ochsenried,present,Quercus robur (English Oak),Switzerland,FR,661.8,7.244339585,46.85668814,Schmitten,Ochsenried
812,Cordast_ChampDessus,active,Fagus sylvatica (Beech),Switzerland,FR,564.3,7.168187675,46.86451973,Cordast,ChampDessus
813,Treyvaux_LesEntos,active,Fagus sylvatica (Beech),Switzerland,FR,822.4,7.120210232,46.71489466,Treyvaux,LesEntos
814,Treyvaux_Kiesgrube_21,present,Fagus sylvatica (Beech),Switzerland,FR,733.2,7.119763784,46.72655946,Treyvaux,Kiesgrube
815,Plaffeien_Jöstruti_21,active,Picea abies (Norwegian Spruce),Switzerland,FR,865.9,7.29004792,46.72915076,Plaffeien,Jöstruti
816,Plasselb_Eichholz,present,Picea abies (Norwegian Spruce),Switzerland,FR,805.4,7.235121062,46.74515445,Plasselb,Eichholz
817,Flamatt_Schore,present,Fraxinus sp (Ash),Switzerland,BE,608.3,7.335479225,46.89631599,Flamatt,Schore
818,Alterswil_Rüti_21,tree gone,Fagus sylvatica (Beech),Switzerland,FR,804.6,7.265458711,46.77645208,Alterswil,Rüti
819,Schmitten_Gummen,active,Fraxinus sp (Ash),Switzerland,FR,619.8,7.250007025,46.86601002,Schmitten,Gummen
821,Villardgiroud_LeRosey,present,Quercus robur (English Oak),Switzerland,FR,796.7,6.999316698,46.70041181,Villardgiroud,LeRosey
822,Bonnefontaine_Montécu,active,Fraxinus sp (Ash),Switzerland,FR,781.5,7.192401602,46.74105484,Bonnefontaine,Montécu
823,St.Antoni_Moos_21,active_24,Abies alba (Silver fir),Switzerland,FR,772.1,7.262830678,46.80605265,St.Antoni,Moos
824,Alterswil_Wolperswil_21,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,732.6,7.250161204,46.78569145,Alterswil,Wolperswil
825,Gümmenen_Riedacher,present,Abies alba (Silver fir),Switzerland,FR,535.9,7.231874385,46.95142913,Gümmenen,Riedacher
826,Hergiswilb.Willisau_Honigschwand,present,Abies alba (Silver fir),Switzerland,LU,759.2,7.936361562,47.10040303,Hergiswilb.Willisau,Honigschwand
827,Heitenried_Tannenholz_21,nest gone,Abies alba (Silver fir),Switzerland,FR,712.6,7.284564877,46.82892039,Heitenried,Tannenholz
828,RöthenbachimEmmental_Alpwald,present,Abies alba (Silver fir),Switzerland,BE,990.7,7.709404517,46.8792854,RöthenbachimEmmental,Alpwald
829,Thörishaus_ImRumpf,present,Abies alba (Silver fir),Switzerland,BE,649.1,7.352814278,46.9023963,Thörishaus,ImRumpf
830,Flamatt_Seiseacher,present,Populus sp (Poplar),Switzerland,FR,536.4,7.290706537,46.89183335,Flamatt,Seiseacher
831,Vauderens_LesFornys,present,Fraxinus sp (Ash),Switzerland,FR,702.1,6.844199353,46.62386406,Vauderens,LesFornys
832,Alterswil_Wolgiswil_21,nest gone,Picea abies (Norwegian Spruce),Switzerland,FR,694.1,7.229977204,46.79143126,Alterswil,Wolgiswil
833,Lanzenhäusern_Holzmatten,present,Abies alba (Silver fir),Switzerland,BE,803.5,7.379749698,46.84546387,Lanzenhäusern,Holzmatten
834,Elisried_Fuhren_21,nest gone,Abies alba (Silver fir),Switzerland,BE,775.9,7.367422921,46.82404144,Elisried,Fuhren
835,Zumholz_Reinweid_21,present,Picea abies (Norwegian Spruce),Switzerland,BE,897.7,7.307420933,46.75912445,Zumholz,Reinweid
836,Alterswil_Püntli,present,Quercus robur (English Oak),Switzerland,FR,836.3,7.283691087,46.78569865,Alterswil,Püntli
838,Kalchstätten_Sandflüe,present,Picea abies (Norwegian Spruce),Switzerland,BE,895.7,7.299999432,46.77296156,Kalchstätten,Sandflüe
839,Mümliswil_hübel,present,Fagus sylvatica (Beech),Switzerland,SO,625.7,7.7049113,47.35086923,Mümliswil,hübel
840,Huttwil_Kaltenegg_21,present,Abies alba (Silver fir),Switzerland,BE,744.2,7.802171272,47.10334177,Huttwil,Kaltenegg
841,Treyvaux_Péniclé,present,Abies alba (Silver fir),Switzerland,FR,815.7,7.121407149,46.71803637,Treyvaux,Péniclé
842,Rüeggisberg_Hinterfultigen_21,tree gone,Abies alba (Silver fir),Switzerland,BE,766.3,7.412846985,46.84398061,Rüeggisberg,Hinterfultigen
843,Laupen_Rüplisried,present,Fagus sylvatica (Beech),Switzerland,BE,564.3,7.249736694,46.93060099,Laupen,Rüplisried
844,LaRoche_LesRontes_21,nest gone,Picea abies (Norwegian Spruce),Switzerland,FR,772.8,7.132503313,46.6993778,LaRoche,LesRontes
845,Rechthalten_Schlossweid,present,Picea abies (Norwegian Spruce),Switzerland,FR,952.7,7.259592746,46.75472824,Rechthalten,Schlossweid
846,Milken_Pt961_21,present,Abies alba (Silver fir),Switzerland,BE,948.3,7.360403346,46.79549415,Milken,Pt961
847,Vuisternens-devant-Romont,present,Fraxinus sp (Ash),Switzerland,FR,775.2,6.933033595,46.65197087,Vuisternens-devant-Romont,NA
848,Riedstätt_Mösi,present,Fagus sylvatica (Beech),Switzerland,BE,977,7.326278632,46.78363017,Riedstätt,Mösi
849,Schwarzenburg_Langenwilscheuer,present,Abies alba (Silver fir),Switzerland,BE,826.5,7.313280857,46.80621826,Schwarzenburg,Langenwilscheuer
850,Chatel-st-denis_Camping,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,896.8,6.916798629,46.52716541,Chatel-st-denis,Camping
851,Mamishaus_Rümlisberg_21_S,active_24,Picea abies (Norwegian Spruce),Switzerland,BE,884.6,7.370216589,46.80349045,Mamishaus,Rümlisberg
852,Delemont_Courrendlin,nest gone,Quercus robur (English Oak),Switzerland,JU,446.7,7.370332915,47.3334838,Delemont,Courrendlin
853,Huttwil_Bühl_21,nest gone,Abies alba (Silver fir),Switzerland,BE,755.6,7.83667232,47.09530828,Huttwil,Bühl
854,Mamishaus_Henzischwand,nest gone,Fraxinus sp (Ash),Switzerland,BE,782.8,7.380468504,46.81046487,Mamishaus,Henzischwand
855,Bösingen_Riederbergmoos,present,Quercus robur (English Oak),Switzerland,FR,581.5,7.226418156,46.87913043,Bösingen,Riederbergmoos
856,Gurmels_Kleinbösingen_N_21,present,Pinus sylvestris (Scots pine),Switzerland,FR,519.4,7.208527639,46.90058052,Gurmels,Kleinbösingen
857,Lanzenhäsern_Gschneithölzli,nest gone,Picea abies (Norwegian Spruce),Switzerland,BE,788.3,7.368299034,46.84246159,Lanzenhäsern,Gschneithölzli
858,Hinterfultigen_Niederhäusern,present,Fraxinus sp (Ash),Switzerland,BE,828.2,7.397317998,46.83858125,Hinterfultigen,Niederhäusern
859,Kalchstätten_Flühli,present,Picea abies (Norwegian Spruce),Switzerland,BE,1025.7,7.318048102,46.77811258,Kalchstätten,Flühli
860,Ueberstorf_Oberholzwald_2_21,present,Fagus sylvatica (Beech),Switzerland,FR,761.8,7.342414706,46.85759569,Ueberstorf,Oberholzwald
861,Milken_Guuggenberg,nest gone,Abies alba (Silver fir),Switzerland,BE,1049.5,7.357003243,46.78433822,Milken,Guuggenberg
862,Tafers_Brunnenbergholz,present,Abies alba (Silver fir),Switzerland,FR,734.4,7.234452232,46.81055024,Tafers,Brunnenbergholz
863,Milken_Weizacker_S,nest gone,Abies alba (Silver fir),Switzerland,BE,806.3,7.38792507,46.79912529,Milken,Weizacker
865,France_Mayrand,present,Fagus sylvatica (Beech),France,Puy-de-Dôme,NA,3.024234528,45.43927282,France,Mayrand
866,Czech_Republic_21,tree gone,Pinus sylvestris (Scots pine),Czechia,Třebíč,NA,15.6306488,49.13186828,Czech,Republic
867,Bösingen_Lischera,nest gone,Fagus sylvatica (Beech),Switzerland,FR,525.5,7.212459834,46.88716844,Bösingen,Lischera
868,Gurmels_Kleinbösingen_22,nest gone,Fagus sylvatica (Beech),Switzerland,BE,555.1,7.199588875,46.89383848,Gurmels,Kleinbösingen
869,Marly_Montivert,present,Pinus sylvestris (Scots pine),Switzerland,FR,700,7.167087599,46.77916741,Marly,Montivert
870,Neuenegg_Chropfhölzli,present,Fagus sylvatica (Beech),Switzerland,BE,547.7,7.284589327,46.89375202,Neuenegg,Chropfhölzli
871,Schmitten_Fillistorfholz,nest gone,Fagus sylvatica (Beech),Switzerland,FR,647.2,7.230841066,46.86273774,Schmitten,Fillistorfholz
872,Ueberstorf_Ledeu_22,active,Quercus robur (English Oak),Switzerland,FR,661.4,7.299534749,46.85918986,Ueberstorf,Ledeu
873,Bonnefontaine_Rüdigrabe_22,present,Quercus robur (English Oak),Switzerland,FR,815.7,7.210368533,46.74210219,Bonnefontaine,Rüdigrabe
874,Alterswil_Punt_22,active,Fraxinus sp (Ash),Switzerland,FR,782.3,7.282404937,46.78970209,Alterswil,Punt
875,Gurmels_ImHolz_22,present,Pinus sylvestris (Scots pine),Switzerland,FR,576.1,7.195952156,46.89465242,Gurmels,ImHolz
876,Schmitten_Ober Zirkels_22,active_24,Quercus robur (English Oak),Switzerland,FR,623.6,7.270790705,46.85683074,Schmitten,Ober Zirkels
877,Gurmels_Kleinbösingen_22,nest gone,Picea abies (Norwegian Spruce),Switzerland,FR,521,7.204203386,46.88945058,Gurmels,Kleinbösingen
878,Düdingen_Fuchsenacher_22,nest gone,Quercus robur (English Oak),Switzerland,FR,558,7.172042321,46.85714552,Düdingen,Fuchsenacher
879,St Ursen_Dälhölzli_22,tree gone,Picea abies (Norwegian Spruce),Switzerland,FR,701,7.2125541460000004,46.78920002,St Ursen,Dälhölzli
880,Heitenried_Schärnera_22,active,Pinus sylvestris (Scots pine),Switzerland,FR,708,7.281212315,46.84245725,Heitenried,Schärnera
881,Ueberstorf_Summerau_W,present,Abies alba (Silver fir),Switzerland,FR,785.5,7.327287649,46.85195511,Ueberstorf,Summerau
882,Ueberstorf_Höhi22,active_24,Fagus sylvatica (Beech),Switzerland,FR,805.3,7.333955553,46.85884141,Ueberstorf,Höhi
883,Barbareche_La Fenetta22,nest gone,Picea abies (Norwegian Spruce),Switzerland,FR,553.3,7.15620226,46.85335461,Barbareche,La Fenetta22
884,Schmitten_Gummen_22,nest gone,Fraxinus sp (Ash),Switzerland,FR,618,7.250334695,46.86591803,Schmitten,Gummen
885,Tafers_Wileracher,present,Fagus sylvatica (Beech),Switzerland,FR,712,7.240230596,46.82988714,Tafers,Wileracher
886,Schmitten_Lanthenholz_22,present,Pinus sylvestris (Scots pine),Switzerland,FR,724,7.243110289,46.83996833,Schmitten,Lanthenholz
887,St.Antoni_Bächlisbrunnen_22,nest gone,Picea abies (Norwegian Spruce),Switzerland,FR,793,7.269802439,46.8196071,St.Antoni,Bächlisbrunnen
888,Rüschegg_Gräbli_22,present,Picea abies (Norwegian Spruce),Switzerland,BE,973,7.370993408,46.77679809,Rüschegg,Gräbli
889,Le_Mouret_Le_Grabon,active,Quercus robur (English Oak),Switzerland,FR,731,7.186384513,46.74899608,Le,Mouret
890,Le_Mouret_Le_Moulinet,present,Populus sp (Poplar),Switzerland,FR,896,7.186020517,46.73043948,Le,Mouret
891,Bosingen_Waldheim_22,active,Fagus sylvatica (Beech),Switzerland,FR,575,7.253551291,46.89254028,Bosingen,Waldheim
892,Sagenboden_Hinter_Äbnet,active,Fraxinus sp (Ash),Switzerland,FR,852,7.252408181,46.73059165,Sagenboden,Hinter
893,Bösingen_Friesenheit_22,active,Pinus sylvestris (Scots pine),Switzerland,FR,617,7.238791934,46.87149606,Bösingen,Friesenheit
894,Marly_Ranch,present,Quercus robur (English Oak),Switzerland,FR,622,7.135324688,46.77322549,Marly,Ranch
895,Bösingen_Risau_22,present,Pinus sylvestris (Scots pine),Switzerland,BE,532.1,7.21642419,46.90263572,Bösingen,Risau
896,Wünnewil_Staffels_22,present,Fagus sylvatica (Beech),Switzerland,FR,605.6,7.272556962,46.88332799,Wünnewil,Staffels
897,Bösingen_Freisenheit_Beech,active,Fagus sylvatica (Beech),Switzerland,FR,625.1,7.242502616,46.87724911,Bösingen,Freisenheit
898,Schmitten_Rütihubel_22,present,Fagus sylvatica (Beech),Switzerland,FR,678,7.216831137,46.85226801,Schmitten,Rütihubel
899,St_Antoni_Lehwil_Oak,active_24,Quercus robur (English Oak),Switzerland,FR,693.7,7.28113049,46.82992693,St,Antoni
900,Heitenried_Lettiswil_22,present,Fagus sylvatica (Beech),Switzerland,FR,771.1,7.297394813,46.81977867,Heitenried,Lettiswil
901,St.Antoni_Steinberg_22,present,Fagus sylvatica (Beech),Switzerland,FR,842,7.283251656,46.8156492,St.Antoni,Steinberg
902,Ueberstorf_Mischlere_22,present,Quercus robur (English Oak),Switzerland,FR,699.4,7.298254115,46.85256055,Ueberstorf,Mischlere
903,Huttwil_Im_Plämu,active,Pseudotsuga menziesii (Douglas fir),Switzerland,BE,704.2,7.809417657,47.09908473,Huttwil,Im
904,Ueberstorf_Breiteli_22,nest gone,Fraxinus sp (Ash),Switzerland,FR,661.9,7.303686319,46.86294463,Ueberstorf,Breiteli
905,Ueberstorf_Niedermettlen_22,active,Fagus sylvatica (Beech),Switzerland,FR,639.2,7.320935573,46.87247955,Ueberstorf,Niedermettlen
906,Alblingen_Stockere,nest gone,Pinus sylvestris (Scots pine),Switzerland,BE,714,7.330735828,46.8411111,Alblingen,Stockere
907,Schmitten_Mülital_22,present,Picea abies (Norwegian Spruce),Switzerland,FR,634,7.272246049,46.86433291,Schmitten,Mülital
908,Alterswil_Kütt_22,present,Fraxinus sp (Ash),Switzerland,FR,758,7.273630358,46.78025228,Alterswil,Kütt
909,Alterswil_Wengliswil_22,present,Quercus robur (English Oak),Switzerland,FR,849,7.280557363,46.78001741,Alterswil,Wengliswil
910,Heitenried_Lettiswil_22,active,Picea abies (Norwegian Spruce),Switzerland,FR,775,7.297464059,46.82037308,Heitenried,Lettiswil
911,France_Jujurieux_22,present,Fraxinus sp (Ash),France,Ain,NA,5.395052048,46.0424029,France,Jujurieux
912,Mamishaus_Tännenlenen_22,present,Fagus sylvatica (Beech),Switzerland,BE,791,7.379101234,46.81242892,Mamishaus,Tännenlenen
913,Wunnewil_Dietermöösli_22,present,Abies alba (Silver fir),Switzerland,FR,588,7.274509623,46.86607195,Wunnewil,Dietermöösli
914,St.Antoni_Lehwil north_22,active,Quercus robur (English Oak),Switzerland,FR,710,7.280846805,46.83178937,St.Antoni,Lehwil north
915,Bösingen_Grenchen_22,active,Pinus sylvestris (Scots pine),Switzerland,FR,553,7.247373738,46.88822727,Bösingen,Grenchen
916,St. Antoni_Menzihus_22,active_24,Abies alba (Silver fir),Switzerland,FR,713,7.27354445,46.83377989,St. Antoni,Menzihus
917,Ueberstorf_Summerau_22,present,Abies alba (Silver fir),Switzerland,FR,776,7.329368703,46.85226564,Ueberstorf,Summerau
918,Tafers_Brunnenbergain_22,active_24,Fagus sylvatica (Beech),Switzerland,FR,692,7.22552475,46.81151235,Tafers,Brunnenbergain
919,Elisried_Hohi_22,active_24,Abies alba (Silver fir),Switzerland,BE,779.3,7.390096746,46.82521368,Elisried,Hohi
920,Milken_Rothen_22,present,Picea abies (Norwegian Spruce),Switzerland,BE,783,7.39188295,46.80353281,Milken,Rothen
921,Milken_Weizacker_22,tree gone,Fagus sylvatica (Beech),Switzerland,BE,806,7.387836193,46.79920701,Milken,Weizacker
922,Alterswil_Mediwil_22,active,Quercus robur (English Oak),Switzerland,FR,714.5,7.250758817,46.79028103,Alterswil,Mediwil
923,Ueberstorf_Cholholz_22,nest gone,Fagus sylvatica (Beech),Switzerland,FR,576.4,7.351300009,46.87609068,Ueberstorf,Cholholz
924,Gurmels_Kleinbösingen_East,present,Pinus sylvestris (Scots pine),Switzerland,FR,548.1,7.202007372,46.89494538,Gurmels,Kleinbösingen
925,Alterswil_Weiermattenmoos_22,nest gone,Abies alba (Silver fir),Switzerland,FR,791.5,7.282878759,46.79397805,Alterswil,Weiermattenmoos
926,St.Antoni_Menzishusholz,present,Abies alba (Silver fir),Switzerland,FR,684.7,7.258888224,46.83009541,St.Antoni,Menzishusholz
927,St.Antoni_Moos_22,present,Abies alba (Silver fir),Switzerland,FR,792.9,7.263029967,46.80595225,St.Antoni,Moos
928,Rosshäusern_Mädersforst,present,Picea abies (Norwegian Spruce),Switzerland,BE,594.3,7.303291735,46.93379919,Rosshäusern,Mädersforst
929,Ueberstorf_Summerau_East,nest gone,Abies alba (Silver fir),Switzerland,FR,753.8,7.330983021,46.85270483,Ueberstorf,Summerau
930,La_Roche_Les_Rontes_22,active,Picea abies (Norwegian Spruce),Switzerland,FR,812.3,7.132757126,46.70056733,La,Roche
931,La_Roche_Le_Rafour,present,Fagus sylvatica (Beech),Switzerland,FR,728.1,7.124913828,46.69533093,La,Roche
932,La_Roche_sur_Momont,present,Picea abies (Norwegian Spruce),Switzerland,FR,729.5,7.118222382,46.6892018,La,Roche
933,Thörishaus_Winterh!olzli_22,active,Picea abies (Norwegian Spruce),Switzerland,BE,632.9,7.354928445,46.89357823,Thörishaus,Winterh!olzli
934,Rechthalten_Chli_Struss,present,Fagus sylvatica (Beech),Switzerland,FR,798.7,7.23301183,46.77528398,Rechthalten,Chli
935,Ueberstorf_Hundsflueh_22,active_24,Fagus sylvatica (Beech),Switzerland,FR,644,7.349433916,46.8786636,Ueberstorf,Hundsflueh
936,Rechthalten_Matta,present,Fagus sylvatica (Beech),Switzerland,FR,841.5,7.252014481,46.77378318,Rechthalten,Matta
937,Mamishaus_Lehn_22,active,Picea abies (Norwegian Spruce),Switzerland,BE,797.2,7.379207845,46.80791034,Mamishaus,Lehn
938,Wunnewil_Golf_22,active_24,Fagus sylvatica (Beech),Switzerland,FR,592,7.292267858,46.8741976,Wunnewil,Golf
939,St.Antoni_Schafersrain_22,present,Picea abies (Norwegian Spruce),Switzerland,FR,665.3,7.253385472,46.82418274,St.Antoni,Schafersrain
940,Rechthalten_Saga_22,active,Picea abies (Norwegian Spruce),Switzerland,FR,884.6,7.255967797,46.76177634,Rechthalten,Saga
941,Mettlen_Furtbach,present,Quercus robur (English Oak),Switzerland,TG,565,9.124098744,47.51650394,Mettlen,Furtbach
942,Elisried_Fuhren_22,nest gone,Picea abies (Norwegian Spruce),Switzerland,BE,763.2,7.366037416,46.82431542,Elisried,Fuhren
943,Lachen_Galgenen,present,Fagus sylvatica (Beech),Switzerland,SZ,562.2,8.881989259,47.1690182,Lachen,Galgenen
944,Kirchberg_Hüsligsberg,present,Picea abies (Norwegian Spruce),Switzerland,SG,818.3,9.043864335,47.40310411,Kirchberg,Hüsligsberg
945,Vaulrus_Les_Molettes,active,Quercus robur (English Oak),Switzerland,FR,9339,7.006418006,46.63155275,Vaulrus,Les
946,Riffenmat_Unders_Zahmisholz,nest gone,Abies alba (Silver fir),Switzerland,BE,1012.7,7.327844615,46.77934326,Riffenmat,Unders
947,Aeckenmatt_Riedmatte,tree gone,Abies alba (Silver fir),Switzerland,BE,684.5,7.358737562,46.85199206,Aeckenmatt,Riedmatte
948,Brünisried_Tana,present,Picea abies (Norwegian Spruce),Switzerland,FR,838.5,7.288729715,46.76452913,Brünisried,Tana
949,Pensier_La_Gravière_22,active,Fagus sylvatica (Beech),Switzerland,FR,581.3,7.140917249,46.84890347,Pensier,La
950,Massonens_Grangettes,active,Fagus sylvatica (Beech),Switzerland,FR,758.6,6.958581415,46.6794877,Massonens,Grangettes
952,Heitenried_Tannholz_22,present,Picea abies (Norwegian Spruce),Switzerland,FR,730.3,7.28720639,46.82587724,Heitenried,Tannholz
955,Massonens_Neirigue_22,nest gone,Picea abies (Norwegian Spruce),Switzerland,FR,728.9,6.954443252,46.68163906,Massonens,Neirigue
956,Schwarzenburg_Herrenholz_22,present,Abies alba (Silver fir),Switzerland,BE,838.1,7.35356606,46.80457429,Schwarzenburg,Herrenholz
957,Alterswil_Galteren_22,active,Picea abies (Norwegian Spruce),Switzerland,FR,679.7,7.228000882,46.80084358,Alterswil,Galteren
958,Ueberstorf_Zelgli_23,active,Fagus sylvatica (Beech),Switzerland,FR,670,7.318272239,46.86774948,Ueberstorf,Zelgli
959,Ueberstorf_Zielholz_23,active,Pinus sylvestris (Scots pine),Switzerland,FR,677,7.344539258,46.87481264,Ueberstorf,Zielholz
962,Ueberstorf_Niedermettlen_23,active,Fagus sylvatica (Beech),Switzerland,FR,671,7.326660022,46.86895623,Ueberstorf,Niedermettlen
963,St Antoni_Schleif_23,active_24,Fagus sylvatica (Beech),Switzerland,FR,792,7.273334648,46.81995231,St Antoni,Schleif
964,Ueberstorf_Bergli_23,present,Abies alba (Silver fir),Switzerland,FR,658,7.321183544,46.87622559,Ueberstorf,Bergli
965,Jucher_Detligen_23,active_24,Abies alba (Silver fir),Switzerland,BE,665,7.277677218,47.00481337,Jucher,Detligen
