ID,nest_name,nest_status,tree_species,country,canton,elev_swiss_maps,coordX,coordY,municipality,location
966,Laupen_Rüplisried_23,present,Fagus sylvatica (Beech),Switzerland,BE,560,7.249395809,46.93090888,Laupen,Rüplisried
967,Laupen_Rain_23,active,Pinus sylvestris (Scots pine),Switzerland,BE,571,7.250610671,46.90155012,Laupen,Rain
968,Zollhaus_Eggli_23,active,Picea abies (Norwegian Spruce),Switzerland,FR,1000,7.310361738,46.71969732,Zollhaus,Eggli
969,Aeckenmatt_Bruug_23,nest gone,Picea abies (Norwegian Spruce),Switzerland,BE,771,7.370356598,46.85575248,Aeckenmatt,Bruug
970,Alterswil_Baletswil_23,active,NA,Switzerland,FR,761,7.246110057,46.78084343,Alterswil,Baletswil
971,Treyvaux_Le Paquier_23,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,923,7.138306989,46.71883467,Treyvaux,Le Paquier
972,Marly_Râpettes_23,active_24,Quercus robur (English Oak),Switzerland,FR,681,7.169160262,46.77721238,Marly,Râpettes
973,Flamatt_chrummatt_23,active,Picea abies (Norwegian Spruce),Switzerland,FR,564,7.309605452,46.88269737,Flamatt,chrummatt
974,Laupen_Rüplisried_N_23,active,Picea abies (Norwegian Spruce),Switzerland,BE,552,7.250117607,46.93138467,Laupen,Rüplisried
975,Gurmels_Ribacher_23,nest gone,Fagus sylvatica (Beech),Switzerland,BE,531,7.203857199,46.89030425,Gurmels,Ribacher
976,Schwarzenburg_Chilchermatt_23,active,Picea abies (Norwegian Spruce),Switzerland,BE,871,7.353240331,46.80848751,Schwarzenburg,Chilchermatt
977,Schwarzenburg_Herrenholz_23,nest gone,Abies alba (Silver fir),Switzerland,BE,838,7.353875271,46.80469553,Schwarzenburg,Herrenholz
978,Duedingen_Ottisberg_23,active,Fagus sylvatica (Beech),Switzerland,FR,NA,7.170054492,46.854308,Duedingen,Ottisberg
979,Ueberstorf_Zil_23,active_24,Picea abies (Norwegian Spruce),Switzerland,BE,677,7.314869943,46.85423825,Ueberstorf,Zil
980,Duedingen_Cholberehielzi_23,active,Fagus sylvatica (Beech),Switzerland,FR,603,7.211375228,46.86515502,Duedingen,Cholberehielzi
981,Ueberstorf_Summereau_East_23,active,Picea abies (Norwegian Spruce),Switzerland,FR,765,7.330992256,46.85268425,Ueberstorf,Summereau
982,Tafers_Brunnenbergrain_23 ,active_24,Abies alba (Silver fir),Switzerland,FR,723,7.223360312,46.81168044,Tafers,Brunnenbergrain
983,Marly_Ranch_E_23,active_24,Fagus sylvatica (Beech),Switzerland,FR,606,7.13616304,46.7733552,Marly,Ranch
984,Bösingen_risau_23,active,Pinus sylvestris (Scots pine),Switzerland,BE,532,7.216382915,46.90261942,Bösingen,risau
985,Bösingen_stockmatt_23,active,Abies alba (Silver fir),Switzerland,BE,536,7.21343398,46.90821891,Bösingen,stockmatt
986,Gurmels_kleinboesingen_23,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,546,7.200734519,46.89505587,Gurmels,kleinboesingen
987,Kleingurmels_UnderGruenenburg_23,active_24,Fagus sylvatica (Beech),Switzerland,FR,543,7.199072053,46.88682527,Kleingurmels,UnderGruenenburg
988,Barbereche_LaFenetta_23,active,Fagus sylvatica (Beech),Switzerland,FR,550,7.157537532,46.85335309,Barbereche,LaFenetta
989,Alterswil_Kuett_23,active,Picea abies (Norwegian Spruce),Switzerland,FR,756,7.273587062,46.77991071,Alterswil,Kuett
990,Alterswil_Wengliswil_23,active_24,Quercus robur (English Oak),Switzerland,FR,870,7.284389167,46.78142126,Alterswil,Wengliswil
991,Schwarzenburg_kehrhölzli_23,active,Fagus sylvatica (Beech),Switzerland,BE,780,7.355600975,46.81993891,Schwarzenburg,kehrhölzli
992,Alpnach_Schlieren_23,active_24,Fagus sylvatica (Beech),Switzerland,OW,525,8.258623482,46.92845652,Alpnach,Schlieren
993,Fribourg_Guintzet,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,686,7.140255063,46.80468259,Fribourg,Guintzet
994,Tentlingen_Spittel,active,Quercus robur (English Oak),Switzerland,FR,731,7.191585541,46.77155035,Tentlingen,Spittel
995,St.Antoni_Lehwil_23,active_24,Fagus sylvatica (Beech),Switzerland,FR,712,7.279129011,46.82902602,St.Antoni,Lehwil
996,Tafers_Vogelzelg_23,active,Fagus sylvatica (Beech),Switzerland,FR,669,7.21492227,46.80542651,Tafers,Vogelzelg
997,St.Ursen_Burgstelle_23,active,Fagus sylvatica (Beech),Switzerland,FR,684,7.200151328,46.79352933,St.Ursen,Burgstelle
998,St.Ursen_Schwandbach_23,active,Quercus robur (English Oak),Switzerland,FR,674,7.20828539,46.79404442,St.Ursen,Schwandbach
999,St.Ursen_Daelhoelzli_23,active,Pinus sylvestris (Scots pine),Switzerland,FR,712,7.212622623,46.79035917,St.Ursen,Daelhoelzli
1000,Zumholz_Reinweid_23,active,Fagus sylvatica (Beech),Switzerland,FR,822,7.306398529,46.76169652,Zumholz,Reinweid
1001,Zumholz_Brand_23,active,Picea abies (Norwegian Spruce),Switzerland,FR,832,7.290118745,46.7588728,Zumholz,Brand
1002,La Roche_La Fin dessous_23,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,691,7.123060748,46.68887161,La Roche,La Fin dessous
1003,Villargiroud_Le Pontet_23,active,Fraxinus sp (Ash),Switzerland,FR,782,7.008508646,46.7040442,Villargiroud,Le Pontet
1004,Romanens_Au Bertholly_23,active,Fagus sylvatica (Beech),Switzerland,FR,892,6.975139274,46.6490877,Romanens,Au Bertholly
1005,Guggisberg_Schwendelberg_23,active,Picea abies (Norwegian Spruce),Switzerland,BE,1199,7.339955244,46.76878036,Guggisberg,Schwendelberg
1006,Tafers_Wileracher_23,active_24,Fagus sylvatica (Beech),Switzerland,FR,722,7.240557926,46.82958285,Tafers,Wileracher
1007,Alterswil_Gruenler_23,active,Quercus robur (English Oak),Switzerland,FR,702,7.227170381,46.80405901,Alterswil,Gruenler
1008,Zumholz_Bifang_23,active,Quercus robur (English Oak),Switzerland,FR,894,7.288137658,46.7507374,Zumholz,Bifang
1009,Plasselb_Wannera_23,present,Picea abies (Norwegian Spruce),Switzerland,FR,906,7.247997302,46.74022966,Plasselb,Wannera
1010,Brunisried_Tana_23,active_24,Fagus sylvatica (Beech),Switzerland,FR,841,7.288099363,46.76580845,Brunisried,Tana
1011,Rueschegg_Feldweid_23,active,Fagus sylvatica (Beech),Switzerland,BE,988,7.373762077,46.77985691,Rueschegg,Feldweid
1012,St Antoni_Bachmattholz_23,nest gone,Picea abies (Norwegian Spruce),Switzerland,BE,783,7.302557483,46.80758604,St Antoni,Bachmattholz
1013,Schwarzenburg_Gurnigeli_23,active,Quercus robur (English Oak),Switzerland,BE,884,7.334372439,46.8062276,Schwarzenburg,Gurnigeli
1014,Alpnach_Schlieren_Center_23,active_24,Picea abies (Norwegian Spruce),Switzerland,OW,526,8.25787307,46.9280063,Alpnach,Schlieren
1015,Schwarzenburg_Kehr_23,active_24,Fagus sylvatica (Beech),Switzerland,BE,843,7.360691616,46.8181102,Schwarzenburg,Kehr
1016,Milken_Hinterfeld_23,active,Fagus sylvatica (Beech),Switzerland,BE,805,7.378826508,46.80039999,Milken,Hinterfeld
1017,Milken_Weizacker_23,active,Picea abies (Norwegian Spruce),Switzerland,BE,819,7.388003121,46.7996488,Milken,Weizacker
1018,Mammishaus_Chuenigehus_23,active,Picea abies (Norwegian Spruce),Switzerland,FR,785,7.388389252,46.80623824,Mammishaus,Chuenigehus
1019,Dudingen_Galmisberg_23,active,Fagus sylvatica (Beech),Switzerland,FR,620,7.219714892,46.86327758,Dudingen,Galmisberg
1020,St.Ursen_Roeschiwil_23,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,737,7.218576856,46.77410999,St.Ursen,Roeschiwil
1021,Mammishaus_Winterkraut_23,active,Fagus sylvatica (Beech),Switzerland,BE,774,7.407323847,46.80313536,Mammishaus,Winterkraut
1022,Mamishaus_Hausmattweid_23,active,Picea abies (Norwegian Spruce),Switzerland,BE,858,7.363994835,46.80955413,Mamishaus,Hausmattweid
1023,Rechthalten_Chli_Struss_23,active,Fagus sylvatica (Beech),Switzerland,FR,803,7.232671365,46.77551097,Rechthalten,Chli
1024,Duedingen_Schueracher_23,active_24,Pinus sylvestris (Scots pine),Switzerland,FR,623,7.203599537,46.85743336,Duedingen,Schueracher
1025,Duedingen_Fuchsenacher_23,active_24,"Tilia sp (lime, linden)",Switzerland,FR,532,7.172169617,46.85875195,Duedingen,Fuchsenacher
1026,Heintenried_Winterlingen_23,active,Quercus robur (English Oak),Switzerland,FR,754,7.289954823,46.82442855,Heintenried,Winterlingen
1027,Bonnefontaine_Ruedigraben_23,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,756,7.206611683,46.74392328,Bonnefontaine,Ruedigraben
1028,St.Antoni_Steinberg_23,active_24,Abies alba (Silver fir),Switzerland,FR,873,7.282042869,46.81601103,St.Antoni,Steinberg
1029,Schwarzenburg_Herrenolz_23,nest gone,Abies alba (Silver fir),Switzerland,BE,826,7.353451002,46.80520703,Schwarzenburg,Herrenolz
1030,St.Antoni_Halta_23,active,Picea abies (Norwegian Spruce),Switzerland,FR,745,7.305929885,46.81008668,St.Antoni,Halta
1031,Thoerishaus_Grabe_23,active,Abies alba (Silver fir),Switzerland,BE,666,7.372294855,46.88750075,Thoerishaus,Grabe
1032,Neuenegg_Schniedersweid_23,active,Fagus sylvatica (Beech),Switzerland,BE,570,7.295839816,46.90124231,Neuenegg,Schniedersweid
1033,Bösingen_Bollholz_23,active,Fagus sylvatica (Beech),Switzerland,BE,530,7.218728922,46.90308873,Bösingen,Bollholz
1034,Schmitten_gwatt_23,active,Picea abies (Norwegian Spruce),Switzerland,FR,623,7.254942924,46.8602722,Schmitten,gwatt
1035,Seedorf_Hale_23,active,Fagus sylvatica (Beech),Switzerland,BE,584,7.32300383,47.03078644,Seedorf,Hale
1036,Aeckenmatt_Bruug _Fir_23,active_24,Abies alba (Silver fir),Switzerland,BE,763,7.369568794,46.85646086,Aeckenmatt,Bruug 
1037,Marly_Le Riedelet_23,active,Fagus sylvatica (Beech),Switzerland,FR,618,7.136587775,46.78434645,Marly,Le Riedelet
1038,Marly_Planafaye_23,active,Fagus sylvatica (Beech),Switzerland,FR,601,7.141361523,46.78848243,Marly,Planafaye
1039,Marly_Ecoles_23,active,Fagus sylvatica (Beech),Switzerland,FR,618,7.146092085,46.78494395,Marly,Ecoles
1040,Plasselb_Lantershubel_22,active,Fagus sylvatica (Beech),Switzerland,FR,980,7.24587922,46.74089112,Plasselb,Lantershubel
1041,Ueberstorf_Messerla_23,active,Quercus robur (English Oak),Switzerland,FR,687,7.317733159,46.86210374,Ueberstorf,Messerla
1043,Schmitten_richterwilbach_23,active,Quercus robur (English Oak),Switzerland,FR,600,7.245179929,46.86682384,Schmitten,richterwilbach
1044,St.Ursen_St.Ursenhubel_23,active,Fagus sylvatica (Beech),Switzerland,FR,708,7.2282086230000004,46.7892495,St.Ursen,St.Ursenhubel
1045,Rechthalten_Gau_23,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,911,7.259719655,46.76423657,Rechthalten,Gau
1047,Vaulrus_La Cierne(bis)_23,active,Fraxinus sp (Ash),Switzerland,FR,815,7.010879442,46.62609744,Vaulrus,La Cierne(bis)
1048,Romanens_En la coutha_23,active,Quercus robur (English Oak),Switzerland,FR,925,6.965488675,46.65518853,Romanens,En la coutha
1049,Romanens_Es Echelettes_23,active,Fraxinus sp (Ash),Switzerland,FR,854,6.966262157,46.64962362,Romanens,Es Echelettes
1050,Romanens_Ruisseau d'argile_23,active,Fraxinus sp (Ash),Switzerland,FR,795,6.953024232,46.64385175,Romanens,Ruisseau d'argile
1051,Romanens_En Chenaux_23,active,Fagus sylvatica (Beech),Switzerland,FR,829,6.955272253,46.66604353,Romanens,En Chenaux
1052,Romanens_Villariaz_23,active,Fraxinus sp (Ash),Switzerland,FR,753,6.941738173,46.66056514,Romanens,Villariaz
1053,Romanens_La Placetta_23,active,Betula (Birch),Switzerland,FR,857,6.954864396,46.65391989,Romanens,La Placetta
1062,Plaffeien_Fuhra_23,active,Fraxinus sp (Ash),Switzerland,FR,836,7.293948236,46.74727645,Plaffeien,Fuhra
1063,Oberschrot_Sali_23,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,922,7.268040374,46.74139217,Oberschrot,Sali
1064,Schmitten_Ochsenried_23,active,Picea abies (Norwegian Spruce),Switzerland,FR,681,7.240971433,46.85450371,Schmitten,Ochsenried
1065,Mettlen_Buchen_23,active_24,Larix decidua (larch),Switzerland,TG,610,9.150652363,47.50803993,Mettlen,Buchen
1066,Jucher_Sängimatt_23,nest gone,Fraxinus sp (Ash),Switzerland,BE,656,7.290529612,47.01104274,Jucher,Sängimatt
1067,Ueberstorf_Breiteli_23,active,Pinus strobus (Weymouth pine),Switzerland,FR,653,7.303903437,46.86319067,Ueberstorf,Breiteli
1068,Schwarzenburg_Bachtelen_23,active_24,Abies alba (Silver fir),Switzerland,BE,882,7.324330771,46.80265941,Schwarzenburg,Bachtelen
1069,Alterswil_Chleeholz_23,active,Larix decidua (larch),Switzerland,FR,880,7.290488504,46.78558199,Alterswil,Chleeholz
1070,Heitenried_Lettisberg_23,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,786,7.291747962,46.81836957,Heitenried,Lettisberg
1071,St Antoni_Gagenoli_23,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,669,7.25386566,46.82508549,St Antoni,Gagenoli
1075,Riggisberg_Muri_23,active,Fagus sylvatica (Beech),Switzerland,BE,810,7.463181552,46.8103725,Riggisberg,Muri
1076,Milken_Rothen_23,active,Picea abies (Norwegian Spruce),Switzerland,BE,788,7.393160031,46.80374618,Milken,Rothen
1077,Rechthalten_Halti_23,active,Quercus robur (English Oak),Switzerland,FR,900,7.245668525,46.76796669,Rechthalten,Halti
1078,Rechthalten_Ober Bruegi_23,active,Larix decidua (larch),Switzerland,FR,879,7.264087813,46.76445611,Rechthalten,Ober Bruegi
1079,Oberschrot_Grube_23,active,Quercus robur (English Oak),Switzerland,FR,921,7.275894601,46.74439772,Oberschrot,Grube
1080,Guggisberg_Hostetten_23,active,Picea abies (Norwegian Spruce),Switzerland,BE,1020,7.314591638,46.76089153,Guggisberg,Hostetten
1081,Schwarzenburg_Allmithubel_23,active,Picea abies (Norwegian Spruce),Switzerland,BE,884,7.337295794,46.80456571,Schwarzenburg,Allmithubel
1082,Kalchstatten_Sandflue_23,active,Abies alba (Silver fir),Switzerland,BE,828,7.29245794,46.77267921,Kalchstatten,Sandflue
1083,Ueberstorf_Summerau_23,active,Fagus sylvatica (Beech),Switzerland,BE,748,7.329416075,46.8507752,Ueberstorf,Summerau
1084,Cordast_ChampDessus_23,active,Quercus robur (English Oak),Switzerland,FR,NA,7.168022455,46.86454971,Cordast,ChampDessus
1085,Alterswil_Chala_23,active_24,Abies alba (Silver fir),Switzerland,FR,877,7.299959477,46.78826363,Alterswil,Chala
1086,Villargiroud_LesNoutes_23,active,Fraxinus sp (Ash),Switzerland,FR,786,7.004509243,46.70298982,Villargiroud,LesNoutes
1087,Ueberstorf_Spitzmatte_23,active_24,Pinus sylvestris (Scots pine),Switzerland,FR,675,7.290545426,46.85864545,Ueberstorf,Spitzmatte
1088,Schmitten_Zirkelsgraben_23,active,Fagus sylvatica (Beech),Switzerland,FR,639,7.276082963,46.85940195,Schmitten,Zirkelsgraben
1089,Ueberstorf_Summerau_E_23,active,Picea abies (Norwegian Spruce),Switzerland,FR,773,7.329292678,46.85160835,Ueberstorf,Summerau
1090,Plasselb_Muehlebach_23,nest gone,Abies alba (Silver fir),Switzerland,FR,982,7.256011058,46.72434547,Plasselb,Muehlebach
1091,Heitenried_Magdalenaholz_23,active,Abies alba (Silver fir),Switzerland,FR,804,7.308554163,46.83284275,Heitenried,Magdalenaholz
1092,Marly_Lesfontanettes_23,active,Picea abies (Norwegian Spruce),Switzerland,FR,676,7.158786868,46.76910396,Marly,Lesfontanettes
1093,Marly_Ranch_Spruce_23,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,617,7.135791779,46.77399854,Marly,Ranch
1094,Gurmels_Houllerain_23,nest gone,Picea abies (Norwegian Spruce),Switzerland,FR,533,7.202506237,46.88774119,Gurmels,Houllerain
1095,France_Jujurieux_23,active_24,Pinus sylvestris (Scots pine),France,Ain,310,5.399379995,46.04321453,France,Jujurieux
1096,Massonens_Neirigue_23,nest gone,Quercus robur (English Oak),Switzerland,FR,768,6.951507097,46.68395433,Massonens,Neirigue
1097,Lanzernhasern_Gschneithoelzli_23,active,Picea abies (Norwegian Spruce),Switzerland,BE,790,7.367550586,46.84235549,Lanzernhasern,Gschneithoelzli
1098,St Antoni_Menzihustop_23,nest gone,Picea abies (Norwegian Spruce),Switzerland,FR,699,7.266661542,46.8310949,St Antoni,Menzihustop
1099,Schwarzenburg_Herrenholz_S_23,active_24,Abies alba (Silver fir),Switzerland,BE,868,7.35346333,46.80396635,Schwarzenburg,Herrenholz
1100,Werthenstein_Aengelgrabe_23,active,Abies alba (Silver fir),Switzerland,BE,655,8.116078967,47.04433385,Werthenstein,Aengelgrabe
1101,La_Roche_la_Fin_Dessous_24,present,Fagus sylvatica (Beech),Switzerland,FR,705,7.123271952,46.68955783,La,Roche
1102,St.Antoni_Grenchen_24,present,Quercus robur (English Oak),Switzerland,FR,710,7.278691445,46.82892332,St.Antoni,Grenchen
1103,Rueggisberg_Schwanden_24,present,Fraxinus sp (Ash),Switzerland,BE,847,7.408863631,46.8148884,Rueggisberg,Schwanden
1104,Oberschrot_Sali_24,present,Quercus robur (English Oak),Switzerland,FR,926,7.267973114,46.74140618,Oberschrot,Sali
1105,Heitenried_Chapfholz_24,present,Fagus sylvatica (Beech),Switzerland,FR,788,7.306986735,46.842492,Heitenried,Chapfholz
1107,Boesingen_Hanehus_24,present,Quercus robur (English Oak),Switzerland,FR,498,7.218879656,46.89357048,Boesingen,Hanehus
1108,Barbereche_laChasse_24,present,Quercus robur (English Oak),Switzerland,FR,618,7.151988776,46.85600854,Barbereche,laChasse
1109,Gurmels_Kleinboesingen_24,present,Fagus sylvatica (Beech),Switzerland,FR,554,7.201728931,46.89575352,Gurmels,Kleinboesingen
1110,Ueberstorf_Trittehuesere_24,present,Fagus sylvatica (Beech),Switzerland,FR,594,7.299854398,46.87107721,Ueberstorf,Trittehuesere
1111,Mittelhaeusern_Gaeu_24,present,Picea abies (Norwegian Spruce),Switzerland,BE,615,7.355632804,46.87771606,Mittelhaeusern,Gaeu
1112,Plaffeien_Fuhra_24,active_24,Fraxinus sp (Ash),Switzerland,FR,845,7.291685705,46.74542237,Plaffeien,Fuhra
1113,Heitenried_Spitzacher ,present,Fagus sylvatica (Beech),Switzerland,FR,749,7.3110679,46.82717148,Heitenried,Spitzacher 
1114,Oberschrot_Sali_24,present,Quercus robur (English Oak),Switzerland,FR,943,7.272047774,46.74371007,Oberschrot,Sali
1115,Bösingen_Waldheim_24,active_24,Pinus sylvestris (Scots pine),Switzerland,FR,571,7.254774394,46.89230828,Bösingen,Waldheim
1116,Bösingen_Waldheim_24,present,Fagus sylvatica (Beech),Switzerland,FR,558,7.254785514,46.892515,Bösingen,Waldheim
1117,Montbovon_Comba d'Avau,present,Abies alba (Silver fir),Switzerland,FR,805,7.048150917,46.49293258,Montbovon,Comba d'Avau
1118,Niedermuhren_Schärnera_24,present,Quercus robur (English Oak),Switzerland,FR,699,7.281189732,46.8414839,Niedermuhren,Schärnera
1119,Niedermuhren_Schärnera_pine_24,present,Pinus sylvestris (Scots pine),Switzerland,FR,718,7.281911112,46.84177669,Niedermuhren,Schärnera
1120,Gurmels_Kleinbösingen_pine_24,present,Pinus sylvestris (Scots pine),Switzerland,FR,551,7.201491424,46.89524705,Gurmels,Kleinbösingen
1121,Ueberstorf_Wolfgraben_24,active_24,Fraxinus sp (Ash),Switzerland,FR,619,7.309856484,46.8739754,Ueberstorf,Wolfgraben
1122,St.Ursen_Roeschiwil_24,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,761,7.219141329,46.77355403,St.Ursen,Roeschiwil
1123,Milken_Weizacker_24,present,Picea abies (Norwegian Spruce),Switzerland,BE,811,7.389724439,46.80262404,Milken,Weizacker
1124,Plaffeien_Berg_24,present,Quercus robur (English Oak),Switzerland,FR,900,7.283098779,46.74592606,Plaffeien,Berg
1124,Plaffeien_Berg_24,present,Quercus robur (English Oak),Switzerland,FR,900,7.283098779,46.74592606,Plaffeien,Berg
1125,Le_Mouret_Le_Grabo_24,active_24,Quercus robur (English Oak),Switzerland,FR,742,7.185276785,46.74842781,Le Mouret,Le Grabo
1126,Rechthalten_Bergli_24,active_24,Quercus robur (English Oak),Switzerland,FR,874,7.249412517,46.77247598,Rechthalten,Bergli
1127,Gurmels_Kleinbösingen_Quercus_24,present,Quercus robur (English Oak),Switzerland,FR,550,7.200265122,46.89398889,Gurmels,Kleinbösingen
1128,Bösingen_Riesenau_24,active_24,Pinus sylvestris (Scots pine),Switzerland,BE,502,7.214450337,46.9012119,Bösingen,Riesenau
1129,Rütihof_Schlatt,active_24,Fraxinus sp (Ash),Switzerland,AG,375,8.257725997,47.44347434,Rütihof,Schlatt
1130,Alpnach_Schlieren_24,present,Fagus sylvatica (Beech),Switzerland,OW,523,8.258861366,46.92785727,Alpnach,Schlieren
1131,Barbereche_GrandBois_24,active_24,Pinus sylvestris (Scots pine),Switzerland,FR,647,7.155805003,46.862581,Barbereche,GrandBois
1132,Ueberstorf_Bergli_24,active_24,Quercus robur (English Oak),Switzerland,FR,631,7.310872813,46.87735188,Ueberstorf,Bergli
1133,Alterswil_Galteren_24,active_24,Quercus robur (English Oak),Switzerland,FR,676,7.226217777,46.80103711,Alterswil,Galteren
1134,Alterswil_Püntli_24,present,Fagus sylvatica (Beech),Switzerland,FR,838,7.286059805,46.78514094,Alterswil,Püntli
1135,Heitenried_Schindelhus_24,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,745,7.306965583,46.812979,Heitenried,Schindelhus
1136,Wallenbuch_Gümmenenau_24,present,Fagus sylvatica (Beech),Switzerland,FR,488,7.232902621,46.93550384,Wallenbuch,Gümmenenau
1137,Wallenbuch_Grossacher_24,nest gone,Pinus sylvestris (Scots pine),Switzerland,FR,519,7.231010866,46.93441499,Wallenbuch,Grossacher
1138,Alterswil_Husschürli_24,nest gone,Fagus sylvatica (Beech),Switzerland,FR,845,7.285335542,46.78473592,Alterswil,Husschürli
1139,Plaffeien_Dütschbach_24,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,825,7.294713173,46.74881679,Plaffeien,Dütschbach
1140,St.Antoni_Menzihustop_24,active_24,Abies alba (Silver fir),Switzerland,FR,730,7.267499356,46.83208923,St.Antoni,Menzihustop
1141,St.Antoni_Menzihus_24,active_24,Abies alba (Silver fir),Switzerland,FR,723,7.272939467,46.83400829,St.Antoni,Menzihus
1142,Heitenried _Vogelsang_24,present,Fagus sylvatica (Beech),Switzerland,FR,773,7.304659522,46.81524468,Heitenried ,Vogelsang
1143,Düdingen_UnterSt.Wolfgangholz_24,present,Fagus sylvatica (Beech),Switzerland,FR,622,7.17721828,46.83308123,Düdingen,UnterSt.Wolfgangholz
1144,Kleinbösingen_Wyerholz_24,present,Fagus sylvatica (Beech),Switzerland,FR,530,7.202164442,46.89483636,Kleinbösingen,Wyerholz
1145,Kleinbösingen_UnderGrueneburg_24,present,Fagus sylvatica (Beech),Switzerland,FR,530,7.198582523,46.88609682,Kleinbösingen,UnderGrueneburg
1146,Wallenbuch_Riedacher_24,present,Fagus sylvatica (Beech),Switzerland,FR,520,7.229240188,46.93661452,Wallenbuch,Riedacher
1147,Wallenbuch_Holzacher_24,present,Fagus sylvatica (Beech),Switzerland,FR,532,7.229863113,46.93197687,Wallenbuch,Holzacher
1148,Altbüron_Ängelgehr_24,nest gone,Picea abies (Norwegian Spruce),Switzerland,LU,619,7.886851573,47.17824377,Altbüron,Ängelgehr
1149,Alterswil_Husschürli_spruce_24,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,837,7.285412787,46.78502427,Alterswil,Husschürli
1150,Oberschrot_AufderEgg_24,active_24,Quercus robur (English Oak),Switzerland,FR,905,7.278490228,46.74471508,Oberschrot,AufderEgg
1151,Guggisberg_Katzenstieg_24,active_24,Quercus robur (English Oak),Switzerland,BE,818,7.301764788,46.76321981,Guggisberg,Katzenstieg
1152,Rüschegg_Oberfeld_24,nest gone,Fagus sylvatica (Beech),Switzerland,BE,958,7.370798603,46.77703145,Rüschegg,Oberfeld
1153,Schwanden_Flüewald_24,active_24,Picea abies (Norwegian Spruce),Switzerland,BE,834,7.409208138,46.81257583,Schwanden,Flüewald
1154,Rohrbach_Schwandenhoehe,present,Picea abies (Norwegian Spruce),Switzerland,BE,NA,7.410198184,46.81229197,Rohrbach,Schwandenhoehe
1155,Aekenmatt_Studengraben_24,active_24,Abies alba (Silver fir),Switzerland,BE,708,7.357913419,46.85029512,Aekenmatt,Studengraben
1156,Vaulruz_L'Adrey,present,Quercus robur (English Oak),Switzerland,FR,821,6.960627731,46.62884549,Vaulruz,L'Adrey
1157,Vaulruz_Le_Rontet,present,Fraxinus sp (Ash),Switzerland,FR,841,6.962252695,46.63190903,Vaulruz,Le
1158,Wallenbuch_Aumatte_24,present,Fagus sylvatica (Beech),Switzerland,FR,484,7.231469432,46.93264591,Wallenbuch,Aumatte
1159,Wallenbuch_Rainwald_24,present,Pinus sylvestris (Scots pine),Switzerland,FR,525,7.230961284,46.93455326,Wallenbuch,Rainwald
1160,Niedermuhren_Tuntela,present,Fagus sylvatica (Beech),Switzerland,FR,713,7.283845683,46.8478417,Niedermuhren,Tuntela
1161,Detligen_Igelrain_24,present,Picea abies (Norwegian Spruce),Switzerland,BE,675,7.278974062,47.00535987,Detligen,Igelrain
1162,Fribourg_Lorette ,active_24,Fagus sylvatica (Beech),Switzerland,FR,619,7.16629327,46.80121096,Fribourg,Lorette 
1164,Laupen_Schloss_24,present,Pinus sylvestris (Scots pine),Switzerland,BE,576,7.251429764,46.90137586,Laupen,Schloss
1165,Ueberstorf_Aebnet_24,active_24,Pinus sylvestris (Scots pine),Switzerland,FR,644,7.35011167,46.87753785,Ueberstorf,Aebnet
1166,Alterswil_Gübel_24,present,Quercus robur (English Oak),Switzerland,FR,666,7.224557964,46.80202249,Alterswil,Gübel
1167,Alterswil_Weid_24,active_24,Fagus sylvatica (Beech),Switzerland,FR,688,7.229439824,46.79077978,Alterswil,Weid
1168,Brünisried_Rüdeweid_24,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,923,7.274565497,46.76079194,Brünisried,Rüdeweid
1169,Montbovon_Comba_d'Avau_24,active_24,Abies alba (Silver fir),Switzerland,FR,830,7.048589649,46.49323922,Montbovon,Comba d'Avau
1170,Niedermuhren_Schaernera_spruce_24,active_24,Picea abies (Norwegian Spruce),Switzerland,FR,700,7.281229915,46.84152958,Niedermuhren,Schaernera
1171,Milken_Borbezried_24,active_24,Fagus sylvatica (Beech),Switzerland,BE,776,7.388786221,46.80354025,Milken,Borbezried
1172,Laupen_Wyderain_24,present,Pinus sylvestris (Scots pine),Switzerland,BE,586,7.256475533,46.9006025,Laupen,Wyderain
1173,Kleinbösingen_Bergacher_24,present,Picea abies (Norwegian Spruce),Switzerland,FR,531,7.203165963,46.8961079,Kleinbösingen,Bergacher
1174,Brünisried_Änetschweni_24,present,Picea abies (Norwegian Spruce),Switzerland,FR,848,7.288157745,46.76521833,Brünisried,Änetschweni
1175,Guggisberg_Zahmisholz_24,active_24,Abies alba (Silver fir),Switzerland,BE,1036,7.328450769,46.77856163,Guggisberg,Zahmisholz
