year_id;ID;nest_names;status;year;feeding;replacement_brood;webcam;reconyx;surveillance;mirror;incubation(yes/no);hatchlings(yes/no);first_observation;earliest_start_egg;latest_start_egg;egg_laying_date;certainty_el;earliest_start_hatching;latest_start_hatching;Hatching_date;clutch_size;certainty_cs;nbr_chicks;certainty_nc;chicks tagged;fledglings(yes/no/not checked);certainty_f;fledglings_nr;certainty_nf;earliest_empty;latest_empty;reason_empty;certainty;chick1_ast;chick2_ast;chick3_ast;chick4_ast;chick1_fledge_night;chick2_fledge_night;chick3_fledge_night;chick4_fledge_night;chick1_fledge_24h;chick2_fledge_24h;chick3_fledge_24h;chick4_fledge_24h;predation;predator;earliest_disappeared_1;earliest_disappeared_2;earliest_disappeared_3;earliest_disappeared_4;latest_disappeared_1;latest_disappeared_2;latest_disappeared_3;latest_disappeared_4;last_observation;nbr_observations;comments
2015_1;1;Liebistorf_Allmend;unknown;2015;unfed nest;NA;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2016_1;1;Liebistorf_Allmend;no territory evidence;2016;unfed nest;NA;1;0;NA;0;no;no;03.03.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;09.03.2016;2;2021: first and last observation and nbr_obs added
2017_1;1;Liebistorf_Allmend;territory evidence;2017;unfed nest;unknown;foggy;0;NA;0;no;no;18.03.2017;unknown;unknown;unknown;NA;NA;unknown;unknown;NA;unknown;unknown;unknown;NA;no;certain;0;certain;unknown;04.05.2017;unknown;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;04.05.2017;3;2021: added earliest_egg till reason_empty
2018_1;1;Liebistorf_Allmend;unknown;2018;unfed nest;NA;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2021: changed from status nest gone to unknown
2019_1;1;Liebistorf_Allmend;nest gone;2019;unfed nest;NA;0;0;NA;0;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2020_1;1;Liebistorf_Allmend;nest gone;2020;unfed nest;NA;0;0;0;0;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#NV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2021_1;1;Liebistorf_Allmend;nest gone;2021;unfed nest;unknown;0;0;0;0;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#NV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2022_1;1;Liebistorf_Allmend;nest gone;2022;unfed nest;unknown;0;0;0;0;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#NV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2023_1;1;Liebistorf_Allmend;nest gone;2023;unfed nest;unknown;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2024_1;1;Liebistorf_Allmend;nest gone;2024;unfed;unknown;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2015_2;2;Gurmels_Kleinboesingen;unknown;2015;unfed nest;NA;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2016_2;2;Gurmels_Kleinboesingen;nestlings;2016;unfed nest;unknown;1;0;NA;0;yes;yes;03.03.2016;16.03.2016;22.03.2016;26.03.2016;feather;11.04.2016;04.05.2016;27.04.2016;3;minimum;3;minimum;NA;yes;certain;2;certain;16.06.2016;17.06.2016;unknown;unknown;unknown;unknown;NA;NA;unknown;unknown;NA;NA;NA;NA;NA;NA;unknown;unknown;04.05.2016;unknown;unknown;unknown;14.05.2016;unknown;unknown;unknown;19.06.2016;26;NA
2017_2;2;Gurmels_Kleinboesingen;nestlings;2017;unfed nest;unknown;1;1;NA;0;yes;yes;15.03.2017;18.03.2017;18.03.2017;15.03.2017;exact_incubation;21.04.2017;21.04.2017;16.04.2017;3;certain;3;certain;NA;yes;certain;2;certain;01.07.2017;unknown;unknown;unknown;unknown;unknown;unknown;NA;unknown;unknown;unknown;unknown;NA;NA;NA;NA;unknown;unknown;25.04.2017;unknown;unknown;NA;26.04.2017;unknown;unknown;NA;01.07.2017;21;NA
2018_2;2;Gurmels_Kleinboesingen;no territory evidence;2018;unfed nest;NA;1;1;NA;0;no;no;08.03.2018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16.04.2018;4;2021: first and last observation and nbr_obs added
2019_2;2;Gurmels_Kleinboesingen;no territory evidence;2019;unfed nest;NA;1;1;NA;0;no;no;15.04.2019;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15.04.2019;1;NA
2020_2;2;Gurmels_Kleinboesingen;nest gone;2020;unfed nest;NA;1;0;0;0;no;no;09.03.2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#NV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;09.03.2020;1;NA
2021_2;2;Gurmels_Kleinboesingen;nest gone;2021;unfed nest;unknown;0;0;0;0;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#NV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2022_2;2;Gurmels_Kleinboesingen;nest gone;2022;unfed nest;unknown;0;0;0;0;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#NV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2023_2;2;Gurmels_Kleinboesingen;nest gone;2023;unfed nest;unknown;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2024_2;2;Gurmels_Kleinbösingen;nest gone;2024;unfed;unknown;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2015_3;3;Boesingen_Noflenau;territory evidence;2015;unfed nest;unknown;0;0;NA;0;no;no;20.03.2015;unknown;unknown;unknown;NA;NA;unknown;unknown;NA;unknown;unknown;unknown;NA;not checked;NA;NA;NA;unknown;unknown;unknown;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20.03.2015;1;2021: added earliest_egg till reason_empty
2016_3;3;Boesingen_Noflenau;territory evidence;2016;unfed nest;unknown;1;0;NA;0;no;no;03.05.2016;unknown;unknown;unknown;NA;NA;unknown;unknown;NA;unknown;unknown;unknown;NA;not checked;NA;NA;NA;unknown;unknown;unknown;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25.05.2016;2;2021: first and last observation and nbr_obs added
2017_3;3;Boesingen_Noflenau;no territory evidence;2017;unfed nest;NA;1;0;NA;0;no;no;20.03.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24.05.2017;4;2021: first and last observation and nbr_obs added
2018_3;3;Boesingen_Noflenau;unknown;2018;unfed nest;NA;1;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2019_3;3;Boesingen_Noflenau;unknown;2019;unfed nest;NA;1;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2020_3;3;Boesingen_Noflenau;nest gone;2020;unfed nest;NA;1;0;0;0;no;no;17.09.2020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#NV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17.09.2020;1;NA
2021_3;3;Boesingen_Noflenau;nest gone;2021;unfed nest;unknown;0;0;0;0;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#NV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2022_3;3;Boesingen_Noflenau;nest gone;2022;unfed nest;unknown;0;0;0;0;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#NV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2023_3;3;Boesingen_Noflenau;nest gone;2023;unfed nest;unknown;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2024_3;3;Bösingen_Noflenau;nest gone;2024;unfed;unknown;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2015_4;4;Ueberstorf_Lenglod;nestlings;2015;unfed nest;unknown;0;0;NA;0;yes;yes;08.04.2015;06.05.2015;12.05.2015;25.04.2015;feather;15.06.2015;01.07.2015;27.05.2015;1;minimum;1;minimum;NA;yes;certain;1;certain;01.07.2015;unknown;unknown;unknown;unknown;NA;NA;NA;unknown;NA;NA;NA;NA;NA;NA;NA;unknown;unknown;unknown;unknown;unknown;unknown;unknown;unknown;unknown;unknown;01.07.2015;10;NA
2016_4;4;Ueberstorf_Lenglod;territory evidence;2016;unfed nest;unknown;1;0;NA;0;no;no;01.03.2016;unknown;unknown;unknown;NA;NA;unknown;unknown;NA;unknown;unknown;unknown;NA;no;certain;0;certain;unknown;26.05.2016;unknown;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26.05.2016;4;2021: first and last observation and nbr_obs added
2017_4;4;Ueberstorf_Lenglod;no territory evidence;2017;unfed nest;NA;1;0;NA;0;no;no;30.03.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;07.04.2017;3;2021: first and last observation and nbr_obs added
2018_4;4;Ueberstorf_Lenglod;territory evidence;2018;unfed nest;unknown;1;0;NA;0;no;no;12.03.2018;unknown;unknown;unknown;NA;NA;unknown;unknown;NA;unknown;unknown;unknown;NA;not checked;NA;NA;NA;unknown;16.04.2018;unknown;unknown;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;unknown;unknown;unknown;unknown;unknown;unknown;unknown;unknown;unknown;unknown;16.04.2018;2;2021: added fledgling data
2019_4;4;Ueberstorf_Lenglod;unknown;2019;unfed nest;NA;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2020_4;4;Ueberstorf_Lenglod;unknown;2020;unfed nest;NA;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#NV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2021_4;4;Ueberstorf_Lenglod;nest gone;2021;unfed nest;unknown;0;0;0;0;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#NV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2022_4;4;Ueberstorf_Lenglod;nest gone;2022;unfed nest;unknown;0;0;0;0;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#NV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2023_4;4;Ueberstorf_Lenglod;nest gone;2023;unfed nest;unknown;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2024_4;4;Ueberstorf_Lenglod;nest gone;2024;unfed;unknown;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2015_5;5;Ueberstorf_Niedermettlen;nestlings;2015;unfed nest;unknown;0;1;NA;0;yes;yes;30.04.2015;06.05.2015;12.05.2015;14.04.2015;feather;12.05.2015;04.06.2015;16.05.2015;2;minimum;2;minimum;NA;yes;certain;2;certain;20.07.2015;unknown;fledging;uncertain;12.07.2015;20.07.2015;NA;NA;unknown;unknown;NA;NA;NA;NA;NA;NA;unknown;unknown;unknown;unknown;unknown;unknown;unknown;unknown;unknown;unknown;20.07.2015;13;NA
2016_5;5;Ueberstorf_Niedermettlen;territory evidence;2016;fed nest;unknown;1;0;NA;0;no;no;01.03.2016;unknown;unknown;unknown;NA;NA;unknown;unknown;NA;unknown;unknown;unknown;NA;no;certain;0;certain;unknown;26.05.2016;unknown;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26.05.2016;3;2021: first and last observation and nbr_obs added
2017_5;5;Ueberstorf_Niedermettlen;territory evidence;2017;unfed nest;unknown;1;0;NA;0;no;no;21.03.2017;unknown;unknown;unknown;NA;NA;unknown;unknown;NA;unknown;unknown;unknown;NA;not checked;NA;NA;NA;unknown;unknown;unknown;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14.04.2017;3;2021: added earliest_egg till reason_empty
2018_5;5;Ueberstorf_Niedermettlen;nest gone;2018;unfed nest;NA;0;0;NA;0;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2019_5;5;Ueberstorf_Niedermettlen;nest gone;2019;unfed nest;NA;0;0;NA;0;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2020_5;5;Ueberstorf_Niedermettlen;nest gone;2020;unfed nest;NA;0;0;0;0;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#NV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2021_5;5;Ueberstorf_Niedermettlen;nest gone;2021;unfed nest;unknown;0;0;0;0;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#NV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2022_5;5;Ueberstorf_Niedermettlen;nest gone;2022;unfed nest;unknown;0;0;0;0;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#NV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2023_5;5;Ueberstorf_Niedermettlen;nest gone;2023;unfed nest;unknown;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2024_5;5;Ueberstorf_Niedermettlen;nest gone;2024;unfed;unknown;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2015_6;6;Ueberstorf_Banholz 15;nestlings;2015;unfed nest;unknown;0;0;NA;0;yes;yes;09.04.2015;09.04.2015;24.04.2015;21.04.2015;feather;21.05.2015;31.05.2015;23.05.2015;1;minimum;1;minimum;NA;not checked;NA;NA;NA;26.06.2015;unknown;fledging;uncertain;unknown;NA;NA;NA;unknown;NA;NA;NA;NA;NA;NA;NA;unknown;unknown;unknown;unknown;unknown;unknown;unknown;unknown;unknown;unknown;26.06.2015;11;NA
2016_6;6;Ueberstorf_Banholz 15;other species;2016;unfed nest;NA;1;0;NA;0;no;no;05.04.2016;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;24.05.2016;8;2021: first and last observation and nbr_obs added
2017_6;6;Ueberstorf_Banholz 15;territory evidence;2017;unfed nest;unknown;1;0;NA;0;no;no;09.03.2017;unknown;unknown;unknown;NA;NA;unknown;unknown;NA;unknown;unknown;unknown;NA;no;certain;0;certain;unknown;23.05.2017;unknown;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23.05.2017;5;2021: added earliest_egg till reason_empty
2018_6;6;Ueberstorf_Banholz 15;unknown;2018;unfed nest;NA;0;0;NA;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;2021: changed from status nest gone to unknown
2019_6;6;Ueberstorf_Banholz 15;nest gone;2019;unfed nest;NA;0;0;NA;0;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2020_6;6;Ueberstorf_Banholz 15;nest gone;2020;unfed nest;NA;0;0;0;0;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#NV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2021_6;6;Ueberstorf_Banholz 15;nest gone;2021;unfed nest;unknown;0;0;0;0;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#NV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2022_6;6;Ueberstorf_Banholz 15;nest gone;2022;unfed nest;unknown;0;0;0;0;no;no;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;#NV;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2023_6;6;Ueberstorf_Banholz 15;nest gone;2023;unfed nest;unknown;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2024_6;6;Ueberstorf_Banholz 15;nest gone;2024;unfed;unknown;0;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0;NA
2015_7;7;Ueberstorf_Ledeu beech;nestlings;2015;fed nest;unknown;0;1;NA;0;yes;yes;08.04.2015;unknown;08.04.2015;03.04.2015;feather;08.04.2015;22.05.2015;05.05.2015;2;minimum;2;minimum;NA;yes;certain;1;certain;13.06.2015;15.06.2015;fledging;uncertain;unknown;unknown;NA;NA;unknown;unknown;NA;NA;NA;NA;NA;NA;no;NA;23.05.2015;unknown;unknown;unknown;23.05.2015;unknown;unknown;unknown;15.06.2015;13;NA
2016_7;7;Ueberstorf_Ledeu beech;other species;2016;unfed nest;unknown;1;0;NA;0;yes;yes;11.04.2016;unknown;11.04.2016;11.04.2016;carl;unknown;14.05.2016;13.05.2016;3;certain;3;certain;NA;yes;certain;1;certain;01.07.2016;02.07.2016;fledging;certain;30.06.2016;NA;NA;NA;01.07.2016;01.07.2016;NA;NA;NA;NA;NA;NA;unknown;unknown;29.05.2016;NA;NA;NA;29.05.2016;NA;NA;NA;02.07.2016;14;NA
2017_7;7;Ueberstorf_Ledeu beech;no territory evidence;2017;unfed nest;NA;1;1;NA;0;no;no;15.03.2017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22.03.2017;2;2021: first and last observation and nbr_obs added
2018_7;7;Ueberstorf_Ledeu beech;nestlings;2018;unfed nest;unknown;0;0;NA;1;yes;yes;27.03.2018;27.03.2018;09.04.2018;05.04.2018;hatching;04.05.2018;08.05.2018;07.05.2018;3;minimum;2;minimum;NA;not checked;NA;NA;NA;28.05.2018;unknown;unknown;unknown;unknown;NA;NA;NA;unknown;NA;NA;NA;NA;NA;NA;NA;unknown;unknown;14.05.2018;unknown;unknown;unknown;28.05.2018;unknown;unknown;unknown;20.05.2018;8;NA
2019_7;7;Ueberstorf_Ledeu beech;nestlings;2019;unfed nest;unknown;1;0;NA;1;yes;yes;02.03.2019;24.03.2019;26.03.2019;26.03.2019;exact;29.04.2019;29.04.2019;27.04.2019;3;certain;3;certain;NA;yes;certain;3;certain;10.07.2019;23.07.2019;unknown;unknown;unknown;unknown;unknown;NA;unknown;unknown;unknown;NA;NA;NA;NA;NA;no;NA;unknown;unknown;unknown;NA;unknown;unknown;unknown;NA;23.07.2019;23;NA
2020_7;7;Ueberstorf_Ledeu beech;territory evidence;2020;unfed nest;NA;1;0;1;1;no;no;24.02.2020;unknown;unknown;unknown;NA;NA;unknown;unknown;NA;unknown;unknown;unknown;#NV;no;certain;0;certain;unknown;01.04.2020;unknown;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;06.08.2020;8;2021: added earliest_egg till reason_empty
